Gold,Silver,BGMI,XAU
415.25,8.77,676.29,
413.75,8.64,,
403.75,8.338,,
402.25,8.3,,
404,8.293,,
,,643.37,
396.25,8.05,,
397.25,8.052,,
400,8.154,,
,,624.01,
399,8.06201,,
400.75,8.155,,
402,8.262,,
396.25,8.105,,
397.75,8.22,610.77,
392,8.005,,
389.25,8.085,,
387,7.921,,
371,7.72,,
377.25,7.92201,545.2,
369.75,7.79,,
377.25,7.901,,
371.75,7.816,,
375.25,7.858,,
377.75,7.915,546.61,
373.5,7.728,,
373.5,7.791,,
382.5,8.04,,
381.5,8.01799,,
388.25,8.28,571.1,
381.25,8.12,,
376.25,8.05,,
378.75,8.158,,
383.75,8.41,,
384.5,8.516,576.51,
381.5,8.48,,
378,8.38,,
382.6,8.66,,
381.5,8.56,,
379,8.51799,538.04,
375.55,8.513,,
376.25,8.567,,
375.5,8.44,,
367.5,8.253,,
368.75,8.29,510.53,
364,8.083,,
360.5,7.84,,
362.75,7.96,,
368,8.033,,
363.25,7.84,494.44,
358.75,7.741005,,
363,7.927005,,
357.1,7.78,,
347,7.5275,,
,,429.4,
335.5,7.34,,
325.5,7.005,,
332.75,7.205,,
334,7.195,,
322.5,7.04,414.08,
314.25,6.96,,
321,7.15,,
314.5,7.079,,
322.4,7.13,,
316.25,7,457.11,
318.5,7.065,,
327,7.211,,
333,7.285,,
328,7.06,,
322.75,7.059,456.67,
319.5,7.01,,
325.75,7.08299,,
320.5,7.06,,
325.5,7.11,,
326.6,7.11,480.74,
336,7.28,,
346.25,7.376,,
356.75,7.475,,
352.5,7.41,,
,,490.68,
352.5,7.39,,
364.75,7.608,,
362.5,7.485,,
363.75,7.515,497.23,
356.75,7.475,,
345.75,7.191,,
346.6,7.20201,,
344.75,7.18,,
346.75,7.205,471.81,
361,7.391,,
350.75,7.169,,
358.5,7.21201,,
352,7.015,,
356.75,7.06,482.63,
343.5,6.898,,
341.75,6.82,,
335.25,6.8,,
336.25,6.86,441.14,
329.5,6.697,,
330,6.676,,
333.5,6.69,,
331.75,6.65,,
331.75,6.65,449.35,
337.25,6.76,,
337.5,6.693,,
342.75,6.76,,
341.5,6.71,,
343.25,6.7,450.02,
331.85,6.568,,
326,6.48601,,
332,6.598,,
324.75,6.395,,
325.5,6.356,425.93,
319,6.096,,
316.8,5.97,,
322,6.065,,
318.5,5.923995,394.48,
322.9,5.92,,
330.9,6.085,,
326.75,5.91799,,
329,5.88201,,
327,5.947,401.4,
322.25,5.815,,
315,5.51,,
316.65,5.445,,
313.5,5.318,,
307.5,5.14,344.46,
297,4.901,,
301.75,5.006,,
300.75,5.045,,
309.75,5.225,,
304,5.12299,345.08,
303.4,5.1,,
310.75,5.36,,
314,5.73,,
311.75,5.71201,,
313,5.875,352.97,
315.5,5.965,,
313.1,5.86,,
307.4,5.53101,,
310.85,5.735,,
322.35,6.237,369.59,
338.5,6.306,,
339,6.24,,
353.75,6.62,,
347.75,6.482,,
345.75,6.385,393.27,
350,6.552005,,
344.25,6.415,,
361.5,7.04799,,
358.25,6.965,,
363.75,7.145,416.17,
357,7.12,,
351.5,7.21,,
345.75,6.99,,
340.5,6.7,,
342.5,6.635,383.18,
352.125,6.888,,
355.5,7.085,,
347.6,6.81,,
348.25,6.935,,
346.125,6.82,400.74,
337.75,6.575,,
337.75,6.487995,,
332.875,6.24,,
333.25,6.24701,,
337.75,6.38201,380.53,
337.25,6.28,,
338,6.342005,,
352.1,6.96,,
356.25,6.96201,,
379,7.45201,443.24,
381.75,7.85,,
411.5,8.15299,,
394.5,7.858,,
417.5,8.07,,
425.25,8.25,542.58,
409.6,7.73,,
404.25,7.69,,
408.25,7.74,,
454.75,8.8,559.41,
458,9.15,,
488.5,9.453,,
469,8.88,,
477,9.329,,
448.25,8.752,577.15,
440,8.78,,
452,8.953,,
444.75,8.877,,
447.25,9.16,,
445.5,8.98,593.06,
426.25,8.68,,
426.5,8.713,,
441.5,9.101,,
437.25,8.89,,
438.5,8.911,628.44,
414.25,8.485,,
409.65,8.2625,,
413.15,8.44,,
394.75,8.193,,
397.75,8.23201,580.32,
392.75,8.128,,
387.25,7.975,,
402.5,8.224,,
417.25,8.468,,
438,8.905,635.38,
432.75,9.1,,
442.25,9.44,,
429.5,9.365,,
448,9.802,,
437.25,9.73,676.71,
426.5,9.582,,
439,10.24,,
429.75,9.915,,
432.25,10.463,,
426.25,10.26,697.82,
420.5,10.07201,,
416.5,9.95,,
422.25,9.9,,
418.25,9.76,,
422,9.87,682.01,
426.75,10.18,,
431.5,10.35,,
433.5,10.45,,
426,10.58,,
423,10.582,699.59,
411,10.225,,
410,10.14201,,
412,10.175,,
408,9.76,,
400,9.37,673.71,
404.5,9.351,,
404,9.48,,
412.6,9.73,,
409.25,9.588,,
417,9.83,667.01,
413.4,9.63,,
404.75,9.3,,
404.5,9.014,,
410.25,9.23,,
413.75,9.217,659.61,
428.5,9.532,,
428.25,9.54,,
440,10.14,,
435.75,10.131,,
440.75,10.425,767.68,
443,10.365,,
458.15,11.06,,
449.25,10.782,,
442.5,10.452,,
439,10.435,813.22,
438.75,10.3,,
449.25,10.82201,,
435.25,10.318,,
441.5,10.5,,
440.5,10.3,816,
440.75,10.376,,
441.75,10.49,,
448.15,10.71,,
445.5,10.628,,
448.5,10.75,855.42,
456.75,11.11,,
457.25,11.055,,
448,10.87,894.61,
452.75,11.065,,
454.75,11.099,,
458,11.29099,,
454,11.23,953.5,
474,12.02,,
490.5,12.22201,,
483,12.095,,
491,12.435,,
483.75,12.3,1050.78,
494.5,12.97299,,
487,12.69,,
497.75,13.10799,,
487.5,12.798,,
490.25,12.83,1027.3,
475.75,12.2,,
485,12.773,,
488.25,12.99,,
493.5,13.172,,
492.5,13.35,1040.03,
503,13.82,,
508.5,14.302,,
498.25,13.715,,
506,14.36,,
501,14.15201,1019.54,
,7.54,,
489,13.69,,
496.5,14.1,,
492.25,13.83,,
494.75,13.9,,
506,14.262,1025.05,
500.5,14.172,,
511.5,14.668,,
506.75,14.602,,
506,14.663,,
502.25,14.45,976.31,
503.75,14.46,,
503.25,14.407,,
479.25,13.305,,
473.75,13.535,,
470.75,13.255,933.85,
419.75,11.7,,
414.5,10.68,,
431,10.997,,
431.75,10.942,,
415.5,10.59598,862.96,
421.25,10.478,,
422.25,10.59799,,
424.25,10.6,,
433,10.98,,
424,10.87,868.49,
431.75,10.943,,
436.5,11.25,,
424,10.83,,
416.75,10.64201,,
419.75,10.615,796.14,
414.5,10.24,,
420.75,10.6,,
413,10.235,,
415,10.575,,
411.25,10.39,766.82,
412,10.31201,,
412,10.375,,
417.25,10.65201,,
414.25,10.5,,
,,843.43,
425.75,10.975,,
428.5,11.18,,
426.5,11.14201,,
423,11.02,904.77,
427.75,11.11099,,
433.25,11.35,,
428.75,11.22098,,
436.25,11.638,,
435.75,11.748,977.42,
443,12.295,,
441.5,12.26401,,
434,11.91,,
440.5,12.422,,
436.25,12.019,944.99,
442.25,12.272,,
435.25,12.198,,
436.5,12.31,,
427,11.805,,
428.5,11.957,925.55,
431,12.117,,
434.5,12.34799,,
435,12.442,,
431.5,12.40201,991.16,
435,12.61,,
439.25,12.883,,
443.25,13.165,,
438.25,12.9,,
438,12.9,1018.75,
438.5,12.966,,
437.5,12.964,,
442.15,13.36,,
440,13.41,,
439,13.29,993.79,
433,12.72901,,
437.25,13.24,,
437.6,13.275,,
441.25,13.352,,
436.85,13.225,1022.22,
439,13.545,,
416.25,12.745,,
411.5,12.25,,
413.25,12.195,974.85,
408.75,11.725,,
403.15,11.09,,
402.25,11.1,,
405.75,11.25,,
413.25,11.73299,995.88,
412,11.728,,
412.35,11.712,,
407.5,11.398,,
410.75,11.55,,
416.5,11.72,980.84,
411.25,11.56,,
415.25,11.74,,
421.25,12.157,,
418.5,12.1,,
420.75,12.305,978.25,
423.25,12.262,,
413.75,11.588,,
415.25,11.63,,
416.75,11.59799,,
416.75,11.565,926.92,
416,11.645,,
413.75,11.48,,
412.25,11.42,,
414.25,11.61,,
422.75,12.033,926.92,
426.15,12.08,,
430.5,12.382,,
426.5,12.15,,
424.4,12.19,,
421.75,11.968,964.75,
423.25,11.95,,
424.25,12.133,,
426,12.258,,
429.25,12.547,,
424.25,12.28,964.75,
423.25,12.105,,
426.25,12.431,,
425.75,12.36,,
426,12.35,,
422.25,12.145,954.33,
413.25,11.805,,
413.75,11.87,,
412.75,11.845,,
413.25,11.93,,
409,11.585,921.09,
410.5,11.575,,
412,11.623,,
408,11.48,,
411.15,11.63,,
411.6,11.724,923.62,
415.3,12.005,,
419.75,12.42,,
420.25,12.48,,
421,12.44701,,
419.1,12.22201,958.72,
421.25,12.38,,
425.75,12.76701,,
423.75,12.525,,
422.5,12.507,,
419.25,12.21,929.84,
418.85,12.26799,,
414.5,11.99,,
415.8,12.16,,
418.3,12.19,949.5,
420,12.34,,
418.25,12.38,,
413,12.148,,
414.5,12.175,,
414.5,12.245,931.53,
416.9,12.27,,
406.75,11.85,,
406.15,11.745,,
403.75,11.63,,
405.25,11.682,866.73,
410.25,11.94099,,
413,11.875,,
412,11.877,,
410.5,11.785,,
413.25,11.94,847.16,
416.25,12.075,,
413.5,11.875,,
414,11.905,,
409.5,11.712,,
404,11.24,778.86,
393.5,10.4,,
392.75,10.422,,
388.75,9.74,,
397.25,10.35,,
395.7,10.323,782.52,
399.25,10.43401,,
400.5,10.56201,,
395.75,10.202,,
397.5,10.253,,
400.75,10.432,764.91,
400.5,10.4,,
396.75,10.115,,
393.6,9.9,,
390,9.51,,
393.6,9.52701,735.14,
396.25,9.62,,
396.25,9.58,,
395.25,9.48201,,
384.5,8.588,,
387.25,9.002,704.97,
383.5,8.74,,
376,8.37,,
381.5,8.76,,
381.75,8.695,,
382.5,8.905,698.17,
377,8.82,,
382.15,9.033,,
380.5,8.945,,
382,9.01,,
381.15,8.915,714.31,
382.6,8.955,,
383.25,9.06299,,
383,9.04,,
376.5,8.585,,
376.25,8.61,705.03,
374.75,8.39,,
375.8,8.612,,
375.75,8.552,,
375.75,8.475,,
375.9,8.555,700.98,
381.25,8.71,,
391.25,9.02,,
405.75,9.81,,
398.5,9.58,,
403.5,9.73201,769.97,
402.4,9.668,,
398,9.502,,
399.75,9.566,,
402,9.811,,
388.5,9.25,767.63,
390.9,9.47,,
389.75,9.38,,
390,9.3325,,
388.6,9.28,,
381,8.84799,744.24,
376.65,8.64299,,107.059998
375.4,8.645,,109.040001
378.25,8.785,,111.279999
378.9,8.743,,112.099998
379.5,8.835,763.06,111.459999
,,,111.720001
379.1,8.792,,111.510002
379,8.805,,111.940002
381.5,8.91,760.68,111.82
384,8.96,,110.150002
376.5,8.48,,111.18
376.5,8.436,,111.629997
374.4,8.413,759.53,107.790001
364.25,7.9,,104.279999
367.5,8.11,,104.730003
369,8.02,,104.919998
371.25,7.97,,106.400002
370,8.09,723.77,106.800003
370.25,8.057,,106.239998
368.75,8.01701,,105.769997
368.25,8.013,,105.879997
373,8.244,,109.269997
372.75,8.295,754.24,108.589996
371.25,8.258,,106.349998
365.2,7.977,,106.470001
366.375,8.079,,105.839996
368.4,8.132,,110.82
366.65,8.125,762.39,109.970001
369.25,8.285,,107.129997
371.9,8.43,,111.900002
377.25,8.702,,116.019997
382.75,8.83,,119.050003
386.25,8.87,833.92,117.470001
380.4,8.73201,,115.169998
379.25,8.635,,113.989998
384.95,9.033,,112.980003
383.8,9.05,,112.110001
380.9,8.73201,789.96,111.949997
377.5,8.702,,109.459999
374.95,8.645,,113.669998
382.5,9.007,,114.860001
383.1,9.15299,,115.190002
382,9.04,815.48,120.110001
384.5,9.133,,
388.25,9.26,,123
392,9.422,,130.190002
399.75,9.75,,131.229996
396.1,9.624,919.41,127
394,9.525,,129.350006
400,9.865,,126.900002
396.6,9.64,,127.699997
395.25,9.625,,127.68
396.8,9.667,909.23,129.820007
406.85,10.11,,134.800003
403.5,10.035,,134.210007
402,9.933,,131.910004
396.35,9.66,,133.320007
402,9.872,933.24,132.399994
397.5,9.692,,130.660004
397.5,9.749,,131.160004
400,9.872,,129.190002
394.15,9.418,,126.970001
392.8,9.427,891.72,126.970001
392.15,9.46,,128.339996
393.7,9.53399,,128.5
392,9.555,,128.100006
391.6,9.525,,124.199997
388,9.39,870.4,124.480003
388.5,9.395,,126.339996
389.1,9.497,,125.769997
385.75,9.42,,130.330002
390.35,9.805,,129.369995
388.5,9.65,887.78,127.959999
387.25,9.742,,123.919998
381.15,9.355,,124.760002
380.5,9.36,,126.080002
381.6,9.37,,121.989998
378.75,9.105,855.74,122.830002
381.5,9.19,,123.400002
381.9,9.162,,122.389999
382.8,9.292,,120.370003
382.1,9.24,,119.709999
380.2,9.13,859.24,118.879997
380,9.145,,118.529999
380.3,9.175,,120.93
380.85,9.207,,122.580002
385,9.325,,121.940002
,,881.63,
,,,122.110001
384.6,9.34799,,120.690002
382.25,9.245,,120.18
381.6,9.22,,117.900002
377.5,9.092,852.52,117.5
376.2,8.962,,116.629997
376.4,8.92799,,116.860001
377.35,8.96,,117.589996
378.3,9.052,,117.709999
378.3,9.048,863.41,116.199997
,,,112.370003
371.5,8.585,,112.730003
372.65,8.65,,111.169998
370.1,8.605,,112.110001
373,8.75,794.88,111.309998
371.2,8.83,,112.940002
373.35,8.835,,114.160004
374.8,8.94,,115.900002
376.65,9.06,,114.389999
375,8.895,822.64,113.949997
380.35,9.15201,,114.559998
379.15,9.088,,113.290001
378.5,9.105,,109.32
375.3,8.92,,108.540001
380.5,9.16,794.62,113.360001
385.5,9.202,,112.400002
384.75,9.16,,110.470001
383.45,9.12,,112.139999
389.4,9.363,816.67,116.459999
394.5,9.375,,117.919998
394,9.34701,,117.730003
393.4,9.302,,117.470001
392,9.225,,115.610001
387.1,9.121,840.35,113.43
383.6,9.008,,110.139999
375.25,8.673,,110.419998
374.5,8.705,,110.489998
376,8.695,,110.449997
373.9,8.65,804.28,104.199997
369.4,8.44,,105.699997
370.2,8.565,,104.879997
371.85,8.568,,106.639999
370,8.48,,107.089996
373,8.647,783.06,106.410004
370.45,8.522,,106.07
369,8.365,,101.800003
370.3,8.355,,100.860001
371.5,8.36,,101.919998
375.25,8.39201,751.64,102.080002
370.45,8.295,,99.5
369.75,8.21,,96.919998
370.55,8.156,,
366,7.808,,89.190002
358,7.6,667.55,88.769997
332.5,7.244,,90.080002
346,7.54,,87.43
335.75,7.199,,85.410004
339.5,7.262005,,85.620003
341.6,7.38,652.41,88.879997
352.25,7.595,,89.349998
347.5,7.45799,,87.919998
346.25,7.43,,87.709999
352.35,7.566,,87.050003
346.5,7.39,644.41,82.959999
335.25,7.19601,,80.050003
337.75,7.153,,79.510002
337.5,7.197995,,82.709999
345,7.24299,,79.959999
336.15,6.985,601.95,83.150002
339.15,6.91799,,82.349998
341.6,7.11,,81.839996
337.35,7.015,,86.059998
343.15,7.345,,89.779999
347.5,7.54,664.22,96.07
352.4,7.7,,92.620003
346.25,7.355,,90.57
343.9,7.53799,,90.709999
344.25,7.48,,93.839996
350.5,7.885,706.68,92.410004
343,7.586,,93.580002
348.8,7.871,,95.93
353.9,7.921,,95.459999
350.65,7.892,,95.480003
351.25,7.851,709.68,96.07
349.7,7.785,,92.519997
345.4,7.483,,92.080002
345.4,7.5,,95.410004
351.75,7.65,,93.910004
350.35,7.59,706.12,93.459999
,,,91.959999
348.15,7.61,,93.559998
348.8,7.61,,93.440002
348.75,7.565,,93.059998
347.7,7.445,697.63,93.510002
346.2,7.315,,
341.75,7.209,,90.099998
338.5,7.11,,90.57
340.3,7.178,,92.309998
339.5,7.16,693.3,89.419998
337.2,7.157995,,90.739998
338.65,7.19,,90.860001
339.5,7.187,,91.209999
337.5,7.085,,91
339.4,7.177005,675.74,91.940002
338,7.101,,90.57
336.5,6.979,,92.099998
339.9,7.125,,92.480003
340,7.12,,94.260002
339.75,7.142,698.3,98.610001
347.25,7.652,,97.57
345.1,7.525,,96.589996
345.75,7.58201,,96.279999
344,7.44,,96.959999
344.15,7.435,719.75,97.599998
344.75,7.45299,,96.68
344.85,7.50701,,98.209999
347.6,7.61,,98.040001
346,7.58,,97.970001
346.55,7.572995,740.67,95.110001
342.75,7.28,,94.919998
341.25,7.24,,92.010002
337.75,7.105,,93.419998
338.1,7.115,,93.230003
337.9,7.126,708.53,96.019997
338.25,7.215,,95.459999
339.75,7.266,,94.519997
340,7.278,,93.459999
338.25,7.155,,96.209999
339.6,7.21,738.01,94.870003
338,7.183,,93.860001
339.4,7.255,,95.580002
340.25,7.325,,95.879997
339.9,7.305,,95.910004
338.15,7.262005,727.81,94.830002
335.8,7.205,,92.120003
335.65,7.195,,91.510002
334.5,7.195,,90.360001
333.85,7.176,,92.620003
339,7.415,717.54,95.550003
342.3,7.504,,98.75
345.95,7.572995,,97.879997
345.8,7.85,,97.970001
348.1,7.69,,96.68
345.85,7.615,753.32,95.690002
345.8,7.67,,95.620003
350,7.82799,,95.879997
346,7.657,,95.809998
345.35,7.595,,94.449997
345.05,7.608,742.89,93.959999
343,7.532,,92.550003
342.65,7.48,,92.919998
342.75,7.512005,,92.900002
342.55,7.576005,,
342,7.523,740.55,93.370003
339.5,7.45,,88.739998
333.35,7.375,,86.300003
329.1,7.12799,,87.239998
331.75,7.12299,,88.300003
328.6,7.051,701.96,87.239998
327.7,6.99799,,88.080002
330.9,7.068,,87.400002
330.55,7.096,,84.889999
330.7,7.076005,,84.209999
330,6.987,673.06,81.769997
326.25,6.85,,79.489998
326.65,6.83299,,78.269997
327.6,6.789,,78.010002
326.4,6.82,,77.230003
321.75,6.675,611.05,75.940002
316.85,6.565,,72.419998
308.25,6.32,,75.629997
308.75,6.388,,75.470001
303.25,6.22,,74.18
308.85,6.41,581.86,75.489998
,,,77.75
,,,77.580002
310.25,6.28,,75.209999
309.5,6.385,601.63,75.919998
309,6.28799,,76.059998
306.25,6.25,,73.849998
299.5,6.017,,73.120003
303.45,6.08701,584.6,71.849998
296.75,5.83,,72.980003
304.4,6.075,,71.900002
298.35,5.87799,,74.199997
304,6.09,,75.589996
304,6.11,609.46,74.879997
301.25,6.004,,75.68
302.5,5.989,,74.980003
302.45,6.015,,75.209999
305.8,6.18,,77.940002
306.9,6.258995,627.84,77.910004
307,6.2055,,79.110001
306.85,6.25,,77.699997
302.15,6.045,,75.589996
301.9,5.99,,74.650002
299.25,5.94601,607.78,74.669998
298.6,5.9455,,76.199997
303.5,6.239,,77.650002
303,6.16701,,80.379997
304.9,6.33,,83.669998
304.8,6.295,660.4,82.050003
301.25,6.13899,,80.330002
301.75,6.145,,80.900002
303.45,6.2,,82.730003
302.5,6.151,,81.980003
300.6,6.135,643.8,81.480003
300,6.08,,84.209999
303.45,6.217005,,82.940002
302.8,6.206,,84.629997
303.4,6.29701,,83.5
304.9,6.32,648.14,83.830002
314.95,6.27,,
302.9,6.218,,83.550003
302.85,6.23,,83.129997
302,6.166,,79.599998
298.8,6,620.96,77.400002
290,5.45,,72.370003
285,5.58,,76.010002
290.75,5.771,,78.150002
290.5,5.715,,78.199997
288.1,5.605,598.22,80.220001
288.3,5.64,,78.5
288.85,5.661005,,76.949997
286.7,5.62201,,79.230003
289.3,5.68,,78.150002
289,5.675,601.96,77.559998
290.25,5.6425,,78.309998
288.75,5.516,,78.919998
290.1,5.57,,79.370003
290.25,5.6565,,79.089996
289.9,5.635,615.37,79.510002
293.7,5.71,,84.510002
307.25,6.04201,,92.620003
333.25,6.46,,87
312.5,6.109,,86.75
320.75,6.39,661.99,87.470001
315.9,6.305,,86.529999
316,6.265,,89.559998
329.9,6.588995,,91.260002
328.75,6.565,,91.209999
329.8,6.66,690.01,93.389999
324.65,6.52,,89.849998
317,6.42,,91.440002
321.1,6.49701,,89.699997
317,6.39,,90.269997
,,684.46,
,,,91.800003
323.1,6.62799,,92.269997
323.3,6.635,,93.110001
329,6.678,,94.57
331.25,6.665,713.22,93.790001
330.3,6.75,,94.779999
331.5,6.635,,93.629997
327,6.451005,,92.760002
325.5,6.438,,92.709999
327.7,6.4015,692.48,92.970001
328.1,6.441,,92.050003
326,6.356,,90.879997
322.6,6.1235,,90.080002
322.4,6.185,,89.519997
322.5,6.24,680.09,89.559998
323,6.24201,,89.190002
324.65,6.322,,86.489998
315.6,6.15,,85.760002
314.25,6.15,,86.040001
313.7,6.16,651.14,85.449997
,,,85.120003
311.25,6.145,,87.68
313.35,6.251,,87.169998
314.5,6.35,,87.68
313.55,6.29201,665.93,88.300003
316.75,6.355,,90.879997
324.75,6.535,,89.849998
322.85,6.491005,,88.910004
320.4,6.485,,87.940002
319.8,6.45,658.01,88.720001
323.65,6.5575,,88.669998
316.5,6.215,,89.540001
317.4,6.2,,88.440002
316.4,6.155,,88.199997
316.35,6.147,660.64,87.519997
313.9,6.1,,84.580002
311.2,6.001,,85.879997
315,6.159,,84.580002
313.15,6.085,643.78,85.639999
316.85,6.209,,85.190002
316.25,6.108,,84.540001
314.75,6.06,,84.160004
314.9,6.119,,84.440002
315,6.103,639.19,83.129997
310.75,6.084,,82.489998
313.25,6.1375,,82.400002
313.75,6.143,,81.510002
314.1,6.16,,81.529999
315.75,6.237,629.6,84.07
317.25,6.21,,82.730003
321.65,6.30399,,86.900002
325.2,6.42,,85.290001
322,6.289,,83.18
315.25,6.112995,631.47,85.029999
314.1,6.109,,84.269997
315.9,6.148,,84.529999
316.5,6.12,,83.709999
316.25,6.13,,83.080002
316.5,6.11,632.16,83.580002
315.35,6.095,,81.059998
310.85,5.9385,,80.32
310.4,5.8875,,80.470001
310.7,5.92,,
310.9,5.907,618.43,81.099998
312.2,5.931,,83.919998
314.8,6.046,,83.75
314.7,6.045,,83.900002
313.8,5.985,,82.75
315.05,6.04,627.89,83.989998
317.15,6.08,,84.580002
316.8,6.1,,86.290001
321.7,6.245,,88.25
322.25,6.20799,,87.470001
319,6.1225,645.1,87.879997
317.4,6.125,,89.599998
322.75,6.157995,,87.370003
318.5,6.092005,,87.75
319.4,6.098,,89.440002
317.6,6.075,630.21,91.910004
323,6.234,,92.769997
323.25,6.255,,91.889999
328.1,6.335,,92.75
326.75,6.25,,90.769997
319.65,6.13,609.64,90.949997
323,6.182,,89.769997
321.4,6.138,,88.610001
320.65,6.11,,89.309998
322.9,6.146,,89.080002
322.4,6.125,610.94,91.059998
326.6,6.27,,92.199997
328.5,6.33,,92.75
326.2,6.26,,93.220001
328.9,6.303,,93.669998
335.4,6.3475,615.59,94.860001
339.25,6.387005,,95.550003
335.5,6.26,,94.400002
335.75,6.245,,95.639999
337.6,6.3,,93.839996
333.6,6.215,568.29,93.220001
,,,93.519997
335.25,6.3035,,93.290001
339.3,6.3975,,93.839996
338.4,6.3,,91.720001
335.75,6.24701,546.64,91.349998
335.45,6.223,,
332.7,6.1925,,87.730003
325,6.098,,88.75
326,6.08,,86.629997
318.75,6.00201,543.16,86.629997
320.2,6.06,,86.470001
320,6.0285,,87.110001
322,6.045,,86.139999
318,5.975,,85.160004
321.75,6.0525,541.88,85.309998
318.85,5.9965,,85.190002
318.7,6.0065,,83.830002
315.5,5.886,,82.75
315.9,5.932,,84.510002
319.2,6,537.41,83.470001
328.1,6.165,,87.519997
328.4,6.1725,,87.400002
328.7,6.14,,86.870003
330.4,6.157,,85.919998
328.95,6.062,547.32,
326.5,6.05399,,83.699997
323.15,6,,84.93
324.75,6.03701,,84.690002
324.35,6.08701,,89.550003
330.55,6.36,567.44,88.190002
326.25,6.25,,88.010002
326.1,6.26,,87.18
326.95,6.282995,,86.980003
325.55,6.23,,86.809998
325.8,6.222,545.92,87.110001
326.6,6.222,,87.139999
326.85,6.25701,,87.050003
325.9,6.225,,85.209999
324.6,6.126,,86.220001
326.25,6.157,533.5,84.389999
326.5,6.1635,,83.410004
325.9,6.13,,83.639999
326.9,6.205,,83.309998
325.95,6.17201,,82.540001
325.65,6.16201,519.33,84.040001
326.5,6.155,,82.959999
326.55,6.175,,83.660004
326.8,6.135,,83.010002
325.75,6.145,,81.980003
324.65,6.068,507.69,82.889999
325.6,6.0785,,80.150002
324.55,6.07101,,80.480003
324.75,6.075,,81.089996
323.6,6.06,,80.040001
322.1,6.04,494.24,80.720001
323.25,6.0775,,81.160004
322.7,6.08299,,82.57
324.5,6.125,,82.900002
325,6.1495,,83.68
324.55,6.115,509.7,84.32
323.75,6.09,,84.190002
324.1,6.091,,84.610001
325.05,6.173995,,86.190002
325.75,6.17,,86.709999
326,6.1525,543.86,87.230003
330.5,6.25,,90.169998
331.5,6.246,,88.559998
330.45,6.21299,,85.93
326.75,6.135,,
327.4,6.15,533.03,84.699997
323.95,6.102,,83.330002
322.5,6.075,,84.32
324.5,6.08,,85.089996
322.5,6.058,,84.809998
322.5,6.056,520.12,85.059998
320.15,5.985,,81.550003
316.1,5.81,,81.089996
316.8,5.795,,80.150002
316.05,5.775,,80.080002
317.9,5.8735,498.28,80.949997
318.25,5.8425,,81.489998
321.9,5.9025,,80.489998
321.1,5.76,,80.870003
323.4,5.82,,81.870003
323.55,5.8275,501.2,82.860001
325.75,5.8575,,81.660004
324.85,5.78,,80.610001
,,,80.940002
324.8,5.7775,493,80.739998
326.15,5.86701,,81.360001
327,5.8,,81.470001
327.1,5.81,,80.720001
326,5.745,504.35,81.809998
327.8,5.79,,81.610001
328.9,5.845,,84.139999
330.9,5.895,,85.019997
333.9,5.9065,,88.089996
339.45,6.11,560.48,89.080002
340.75,6.057,,88.790001
338.8,6.0065,,88.25
345.3,6.102,,93.470001
359.6,6.31,,94.660004
357.25,6.1875,594.44,93.139999
353.25,6.0945,,92.120003
356.5,6.194,,91.639999
352.75,6.142,,90.199997
349.5,6.11,,89.809998
355.25,6.1975,570.75,92.110001
361.75,6.255,,91.610001
353.8,6.14,,90.790001
354.4,6.1455,,90.379997
355.4,6.17,,90.43
354,6.103,585.31,89.349998
347.35,6.035,,86.209999
338.5,5.855,,82.389999
335.95,5.88,,83.510002
337.1,5.9,,84.18
337.9,5.8775,547.88,84.07
340.5,5.934,,83.839996
337.2,5.854,,83.440002
338.35,5.901,,82.720001
335.4,5.855,,81.690002
329.5,5.79,543.56,81.349998
333,5.86,,
332.4,5.871,,81.839996
343.7,5.9855,,82.209999
339.25,5.9025,,82.220001
339,5.88,551.21,80.760002
343.35,5.91,,83.699997
351.4,6.046,,84.379997
345.1,5.886,,81.910004
337.85,5.69,,81.169998
338.25,5.66701,527.96,80.040001
339.45,5.65,,80.720001
337.9,5.567,,81.809998
342.2,5.697995,,81.07
343,5.585,,80.849998
342,5.607,538.29,80.5
341.8,5.548995,,79.18
341.65,5.61,,79.879997
344.5,5.67,,82.790001
349.8,5.789,,80.900002
347.6,5.706,527.55,80.779999
348.2,5.659,,81.559998
350.8,5.75201,,80.900002
349.25,5.691,,80.940002
350.6,5.71299,,81.019997
351.35,5.7425,539.39,82.239998
352.4,5.701005,,80.529999
352.9,5.7265,,79.68
344.9,5.57,,78.779999
345.5,5.6175,,78.019997
,,618.92,
,,,74.169998
333.7,5.185,,72.730003
